Category,Event,Event description,Timepoint start,Timepoint end,Quantity outcome 1,Reference/link to data,Accessed on
List of heads of state and government who died in office,Lazarus Salii,President - Palau - Suicide - Koror,1988,1988,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Phạm Hùng,Prime Minister - Vietnam - NA - Ho Chi Minh City,1988,1988,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Herbert Blaize,Prime Minister - Grenada - Illness - prostate cancer - St George's,1989,1989,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Ruhollah Khomeini,Supreme Leader - Iran - Heart attack - Tehran,1989,1989,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Ahmed Abdallah,President - Comoros - Assassination - shooting - Moroni,1989,1989,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,René Moawad,President - Lebanon - Assassination - bombing - Beirut,1989,1989,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Ignatius Kilage,Governor-General - Papua New Guinea - NA - Port Moresby,1989,1989,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Samuel Doe,President - Liberia - Execution - Monrovia,1990,1990,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Rashid bin Saeed Al Maktoum,Prime Minister - United Arab Emirates - NA - Dubai,1990,1990,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Nasirdin Isanov,Prime Minister - Tajikistan - Accident - car crashed on road - Jalal-Abad-Osh Motorway,1991,1991,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Artur Mkrtchyan,Chairman of Parliament - Artsakh - Assassination - shooting - / Stepanakert,1992,1992,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Mohamed Boudiaf,Chairman of the High Council of State - Algeria - Assassination - shooting - Annaba,1992,1992,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Kaysone Phomvihane,President - Laos - NA - Vientiane,1992,1992,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Robert Rex,Premier - Niue - NA - Halamahaga,1992,1992,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,József Antall,Prime Minister - Hungary - Illness - cancer - Budapest,1993,1993,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Ranasinghe Premadasa,President - Sri Lanka - Assassination - bombing - Colombo,1993,1993,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Penaia Ganilau,"President - Fiji - NA - Washington, D.C.",1993,1993,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Félix Houphouët-Boigny,President - Côte d'Ivoire - Illness - prostate cancer - Yamoussoukro,1993,1993,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Melchior Ndadaye,President - Burundi - Assassination - shooting - Bujumbura,1993,1993,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Turgut Özal,President - Turkey - Heart attack (Suspected poisoning) - Ankara,1993,1993,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Zhiuli Shartava,Prime Minister - Abkhazia - Assassination - shooting - / Sukhumi,1993,1993,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Juvénal Habyarimana,President - Rwanda - Assassination - plane shot down - Kigali,1994,1994,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Cyprien Ntaryamira,President - Burundi - NA - NA,1994,1994,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Agathe Uwilingiyimana,Prime Minister - Rwanda - Assassination - shooting - Kigali,1994,1994,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Kim Il-sung,General Secretary of the Workers' Partyand President - North Korea - Heart attack - Hyangsan,1994,1994,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Yitzhak Rabin,Prime Minister - Israel - Assassination - shooting - Tel Aviv,1995,1995,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Nita Barrow,Governor-General - Barbados - NA - Bridgetown,1995,1995,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Hamilton Lavity Stoutt,Chief Minister - British Virgin Islands - NA - Tortola,1995,1995,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Amata Kabua,President - Marshall Islands - Illness - Honolulu,1996,1996,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Dzhokhar Dudayev,President - Chechen Republic of Ichkeria - Assassination - shooting - Chechnya,1996,1996,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Cheddi Jagan,"President - Guyana - Heart attack - Washington, D.C.",1997,1997,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Abdul Rahim Ghafoorzai,Prime Minister - Afghanistan - Accident - plane crashed on ground - Bamyan,1997,1997,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Sani Abacha,Chairman of the Provisional Ruling Council - Nigeria - Heart attack - Abuja,1998,1998,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Mohamed Taki Abdoulkarim,President - Comoros - NA - Moroni,1998,1998,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Ibrahim Baré Maïnassara,President - Niger - Assassination - shooting - Niamey,1999,1999,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Jumabek Ibraimov,Prime Minister - Kyrgyzstan - Illness - stomach cancer - Bishkek,1999,1999,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Franjo Tuđman,President - Croatia - Illness - cancer - Zagreb,1999,1999,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Vazgen Sargsyan,Prime Minister - Armenia - Assassination - shooting - Yerevan,1999,1999,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Hafez al-Assad,President - Syria - Illness - Damascus,2000,2000,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Rosie Douglas,Prime Minister - Dominica - officially ruled a heart attack; assassination suggested by some - Portsmouth,2000,2000,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Ionatana Ionatana,Prime Minister - Tuvalu - Illness - Funafuti,2000,2000,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Donald Dewar,First Minister - Scotland - Cerebral hemorrhage - Edinburgh,2000,2000,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Laurent-Désiré Kabila,President - Democratic Republic of the Congo - Assassination - shooting - Kinshasa,2001,2001,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Sir Charles Antrobus,Governor-General - Saint Vincent and the Grenadines - Parkinson's disease - Toronto,2002,2002,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Muhammad Haji Ibrahim Egal,President - Somaliland - Died during surgery - Pretoria,2002,2002,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Bernard Dowiyogo,"President - Nauru - Illness - complications from diabetes - Washington, D.C.",2003,2003,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Zoran Đinđić,Prime Minister - Serbia - Assassination - shooting - Belgrade,2003,2003,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Yasser Arafat,President - Palestine - Disputed - Paris,2004,2004,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Pierre Charles,Prime Minister - Dominica - Heart attack - Roseau,2004,2004,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Ezzedine Salim,President of the Governing Council - Iraq - Assassination - bombing - Baghdad,2004,2004,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Thomas Klestil,President - Austria - Heart attack - Vienna,2004,2004,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Boris Trajkovski,President - Macedonia - Accident - plane crashed into mountain - Berkovići,2004,2004,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Gnassingbé Eyadéma,President - Togo - Heart attack - Tunis,2005,2005,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Zurab Zhvania,Prime Minister - Georgia - Accident - poisoning - Tbilisi,2005,2005,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Maktoum bin Rashid Al Maktoum,Prime Minister - United Arab Emirates - Heart attack - Gold Coast,2006,2006,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Ibrahim Rugova,President - Kosovo - Illness - lung cancer - Pristina,2006,2006,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Saparmurat Niyazov,President - Turkmenistan - Heart attack - Ashgabat,2006,2006,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Pascal Yoadimnadji,Prime Minister - Chad - Heart attack - Paris,2007,2007,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Andranik Markaryan,Prime Minister - Armenia - Heart attack - Yerevan,2007,2007,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Sir John Compton,Prime Minister - Saint Lucia - Stroke - Castries,2007,2007,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Soe Win,Prime Minister - Burma - Illness - leukaemia - Beijing,2007,2007,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Levy Mwanawasa,President - Zambia - Stroke - Paris,2008,2008,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Lansana Conté,President - Guinea - Illness - Conakry,2008,2008,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Omar Bongo,President - Gabon - Heart attack - Barcelona,2009,2009,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,João Bernardo Vieira,President - Guinea-Bissau - Assassination - shooting - Cairo,2009,2009,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Lech Kaczyński,President - Poland - Accident - plane crashed on ground - Smolensk,2010,2010,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Umaru Musa Yar'Adua,President - Nigeria - Illness - pericarditis - Milan,2010,2010,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,David Thompson,Prime Minister - Barbados - Illness - pancreatic cancer - Saint Philip,2010,2010,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Sergey Bagapsh,President - Abkhazia - Illness - complications from surgery - Moscow,2011,2011,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Muammar Gaddafi,Brotherly Leader and Guide of the Revolution - Libya - Assassination - shooting - Sirte,2011,2011,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Kim Jong-il,General Secretary of the Workers' Party - North Korea - Heart attack - Pyongyang,2011,2011,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Malam Bacai Sanhá,President - Guinea-Bissau - Illness - Paris,2012,2012,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Bingu wa Mutharika,President - Malawi - Heart attack - Lilongwe,2012,2012,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,John Atta Mills,President - Ghana - Stroke - Accra,2012,2012,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Meles Zenawi,Prime Minister - Ethiopia - Illness - Brussels,2012,2012,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Hugo Chávez,President - Venezuela - Illness - unspecified form of cancer - Caracas,2013,2013,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Zillur Rahman,President - Bangladesh - Illness - lung problems - Singapore,2013,2013,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Michael Sata,President - Zambia - Illness - London,2014,2014,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Mohamed Abdelaziz,President - Western Sahara - Lung cancer - Tindouf,2016,2016,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Islam Karimov,President - Uzbekistan - Stroke - Omsk,2016,2016,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Sir Michael Ogio,Governor-General - Papua New Guinea - Illness - Port Moresby,2017,2017,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Baldwin Lonsdale,President - Vanuatu - Heart attack - Port Vila,2017,2017,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Alexander Zakharchenko,Head of the Republic and Prime Minister - Donetsk People's Republic - Assassination - bombing - / Donetsk,2018,2018,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Gennadi Gagulia,Prime Minister - Abkhazia - Accident - car crashed on road - / Myussera,2018,2018,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Trần Đại Quang,President - Vietnam - Illness - viral infection - Kunming,2018,2018,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Beji Caid Essebsi,President - Tunisia - Illness - Tunis,2019,2019,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,ʻAkilisi Pōhiva,Prime Minister - Tonga - Illness - pneumonia - Auckland,2019,2019,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Pierre Nkurunziza,President - Burundi - Illness - cardiac arrest & suspected COVID-19 - Karuzi,2020,2020,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Amadou Gon Coulibaly,Prime Minister - Ivory Coast - Illness - Abidjan,2020,2020,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Khalifa bin Salman Al Khalifa,Prime Minister - Bahrain - Illness - Rochester,2020,2020,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Ambrose Mandvulo Dlamini,Prime Minister - Eswatini - Illness - COVID-19 - Johannesburg,2020,2020,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Hamed Bakayoko,"Prime Minister - Ivory Coast - Illness - malaria, cancer & suspected COVID-19 - Freiburg im Breisgau",2021,2021,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,John Magufuli,President - Tanzania - Illness - heart condition & suspected COVID-19 - Dar es Salaam,2021,2021,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Idriss Déby,President - Chad - Killed in battle - Tibesti,2021,2021,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Jovenel Moïse,President - Haiti - Assassination - shooting - Port-au-Prince,2021,2021,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
List of heads of state and government who died in office,Khalifa bin Zayed Al Nahyan,President - United Arab Emirates - Natural causes - Abu Dhabi,2022,2022,,https://en.wikipedia.org/wiki/List_of_heads_of_state_and_government_who_died_in_office,2023-02-04
